frame,num_detections,mean_confidence,latency_ms
460,0,0.0,61.947
461,0,0.0,65.996
462,0,0.0,65.139
463,0,0.0,68.958
464,0,0.0,60.687
465,0,0.0,66.215
466,0,0.0,63.545
467,0,0.0,64.59
468,0,0.0,64.982
469,0,0.0,57.797
470,0,0.0,60.367
471,0,0.0,56.732
472,0,0.0,65.541
473,2,0.0639,62.046
474,0,0.0,59.197
475,0,0.0,61.245
476,0,0.0,59.923
477,0,0.0,63.312
478,0,0.0,62.7
479,0,0.0,65.154
480,0,0.0,66.142
481,0,0.0,66.402
482,1,0.0522,64.15
483,0,0.0,65.738
484,0,0.0,59.188
485,0,0.0,62.658
486,0,0.0,63.062
487,0,0.0,60.226
488,1,0.0629,68.904
489,0,0.0,65.831
490,0,0.0,61.983
491,0,0.0,66.503
492,0,0.0,70.604
493,0,0.0,73.023
494,0,0.0,69.051
495,0,0.0,67.903
496,1,0.06,69.363
497,0,0.0,64.339
498,0,0.0,68.989
499,0,0.0,70.694
500,0,0.0,68.157
501,0,0.0,73.962
502,0,0.0,73.921
503,0,0.0,60.969
504,0,0.0,66.082
505,0,0.0,68.37
506,0,0.0,68.179
507,0,0.0,62.108
508,0,0.0,59.326
509,0,0.0,61.476
510,0,0.0,57.405
511,0,0.0,65.643
512,0,0.0,57.035
513,0,0.0,66.997
514,0,0.0,63.153
515,0,0.0,64.381
516,0,0.0,64.125
517,0,0.0,62.593
518,0,0.0,65.509
519,0,0.0,58.285
520,0,0.0,59.309
521,0,0.0,57.838
522,0,0.0,60.02
523,0,0.0,59.464
524,0,0.0,59.209
525,0,0.0,65.229
526,0,0.0,58.103
527,0,0.0,61.336
528,0,0.0,59.599
529,0,0.0,58.571
530,0,0.0,66.206
531,0,0.0,63.858
532,0,0.0,60.808
533,0,0.0,59.559
534,0,0.0,59.26
535,0,0.0,59.146
536,0,0.0,58.517
537,0,0.0,58.287
538,0,0.0,63.466
539,0,0.0,61.693
540,1,0.0721,66.674
541,1,0.0865,59.083
542,0,0.0,65.712
543,0,0.0,60.065
544,0,0.0,58.456
545,0,0.0,59.693
546,0,0.0,57.885
547,0,0.0,59.335
548,0,0.0,59.446
549,0,0.0,63.704
550,0,0.0,64.531
551,0,0.0,64.799
