frame,num_detections,mean_confidence,latency_ms
261,0,0.0,29.296
262,0,0.0,31.182
263,0,0.0,31.409
264,0,0.0,30.19
265,0,0.0,30.32
266,0,0.0,32.415
267,0,0.0,29.452
268,0,0.0,31.557
269,0,0.0,30.82
270,1,0.0639,29.201
271,0,0.0,30.456
272,0,0.0,31.287
273,0,0.0,31.166
274,0,0.0,31.707
275,0,0.0,31.25
276,0,0.0,32.367
277,0,0.0,30.336
278,0,0.0,31.452
279,0,0.0,31.18
280,0,0.0,30.991
281,0,0.0,31.426
282,0,0.0,31.532
283,0,0.0,30.525
284,1,0.0614,29.562
285,1,0.0506,30.144
286,0,0.0,30.883
287,0,0.0,30.123
288,0,0.0,30.476
289,0,0.0,30.066
290,0,0.0,32.431
291,0,0.0,30.223
292,0,0.0,30.543
293,2,0.0564,31.005
294,0,0.0,31.653
295,0,0.0,32.402
296,2,0.0755,31.258
297,0,0.0,28.838
298,0,0.0,30.164
299,0,0.0,31.327
300,0,0.0,30.786
301,0,0.0,30.344
302,0,0.0,32.217
303,0,0.0,30.763
304,0,0.0,29.523
305,0,0.0,29.582
306,0,0.0,29.722
307,0,0.0,30.02
308,0,0.0,30.591
309,0,0.0,30.774
310,0,0.0,28.578
311,0,0.0,30.772
312,0,0.0,31.282
313,0,0.0,28.847
314,0,0.0,29.742
315,1,0.0944,30.825
316,0,0.0,29.332
317,1,0.0807,30.008
318,0,0.0,31.149
319,0,0.0,28.55
320,0,0.0,30.019
321,0,0.0,30.544
322,0,0.0,31.782
323,0,0.0,29.819
324,0,0.0,31.18
325,1,0.0638,30.102
326,1,0.0606,30.741
327,0,0.0,31.088
328,0,0.0,29.624
329,1,0.0616,33.345
330,0,0.0,31.184
331,2,0.0795,29.423
332,0,0.0,29.982
333,0,0.0,30.409
334,0,0.0,31.242
335,0,0.0,31.256
336,0,0.0,30.154
337,0,0.0,30.939
338,0,0.0,31.491
339,0,0.0,28.656
340,0,0.0,31.728
341,0,0.0,29.512
342,0,0.0,31.472
343,1,0.05,30.138
344,0,0.0,30.534
345,0,0.0,31.126
346,1,0.057,31.757
347,0,0.0,29.946
348,0,0.0,29.249
349,1,0.082,30.768
350,0,0.0,30.906
351,0,0.0,31.684
352,0,0.0,29.853
353,0,0.0,29.388
354,0,0.0,32.173
355,0,0.0,30.907
356,0,0.0,31.574
357,0,0.0,32.696
358,0,0.0,33.24
359,0,0.0,30.667
360,0,0.0,31.419
361,0,0.0,29.67
362,0,0.0,33.45
363,0,0.0,31.743
364,0,0.0,29.978
365,2,0.0601,31.206
366,0,0.0,31.814
367,0,0.0,32.378
368,0,0.0,28.885
369,0,0.0,31.116
370,0,0.0,30.28
371,0,0.0,32.151
372,0,0.0,30.997
373,0,0.0,30.974
374,0,0.0,31.386
375,0,0.0,30.326
376,0,0.0,31.189
377,0,0.0,30.137
378,0,0.0,30.804
379,1,0.0533,31.612
380,0,0.0,29.619
381,0,0.0,30.664
382,0,0.0,32.685
383,0,0.0,31.087
384,0,0.0,30.755
385,0,0.0,32.994
386,0,0.0,30.659
387,0,0.0,32.216
388,0,0.0,31.438
389,0,0.0,31.385
390,0,0.0,29.884
391,0,0.0,30.288
392,0,0.0,32.024
393,0,0.0,29.613
394,0,0.0,30.581
395,0,0.0,30.632
396,0,0.0,31.845
397,0,0.0,30.3
398,0,0.0,31.716
399,0,0.0,30.466
400,0,0.0,29.715
401,0,0.0,29.345
402,0,0.0,31.549
403,0,0.0,30.972
404,0,0.0,31.906
405,0,0.0,31.341
406,0,0.0,29.916
407,0,0.0,31.159
408,0,0.0,30.982
409,0,0.0,30.855
410,0,0.0,31.726
411,0,0.0,30.177
412,2,0.0562,30.271
413,0,0.0,31.008
414,0,0.0,30.852
415,0,0.0,30.57
416,0,0.0,29.323
417,0,0.0,28.935
418,0,0.0,31.553
419,0,0.0,31.185
420,0,0.0,31.403
421,0,0.0,30.409
422,0,0.0,30.602
423,1,0.0757,28.906
424,0,0.0,29.701
425,0,0.0,27.505
426,0,0.0,29.937
427,0,0.0,28.666
428,0,0.0,28.831
429,0,0.0,29.676
430,0,0.0,29.874
431,0,0.0,29.26
432,0,0.0,27.582
433,0,0.0,29.691
434,0,0.0,31.581
435,0,0.0,29.213
436,0,0.0,29.067
437,0,0.0,28.241
438,0,0.0,30.674
439,0,0.0,29.603
440,0,0.0,32.324
441,0,0.0,30.086
442,0,0.0,29.096
443,0,0.0,30.658
444,0,0.0,29.18
445,0,0.0,30.73
446,0,0.0,28.449
447,0,0.0,29.304
448,0,0.0,30.59
449,0,0.0,30.258
450,0,0.0,30.105
451,0,0.0,29.953
452,0,0.0,30.015
453,0,0.0,30.766
454,1,0.0941,29.284
455,0,0.0,30.129
456,0,0.0,29.704
457,0,0.0,30.043
458,0,0.0,28.849
459,0,0.0,30.099
460,0,0.0,30.834
461,0,0.0,30.156
462,0,0.0,30.261
463,0,0.0,30.421
464,0,0.0,28.704
465,0,0.0,29.229
466,0,0.0,28.354
467,0,0.0,29.392
468,0,0.0,29.901
469,0,0.0,30.019
470,0,0.0,29.473
471,0,0.0,30.772
472,0,0.0,30.42
473,1,0.0735,29.295
474,0,0.0,29.938
475,0,0.0,31.289
476,0,0.0,28.817
477,0,0.0,29.503
478,0,0.0,30.126
479,0,0.0,30.413
480,0,0.0,30.734
481,0,0.0,30.07
482,2,0.058,28.782
483,0,0.0,27.647
484,0,0.0,29.289
485,0,0.0,30.242
486,0,0.0,29.927
487,0,0.0,29.725
488,0,0.0,31.649
489,0,0.0,30.148
490,0,0.0,30.685
491,0,0.0,30.607
492,0,0.0,31.001
493,0,0.0,29.354
494,0,0.0,31.793
495,0,0.0,30.438
496,1,0.0636,30.545
497,0,0.0,30.143
498,0,0.0,29.892
499,0,0.0,30.161
500,0,0.0,31.101
501,0,0.0,30.149
502,0,0.0,31.246
503,0,0.0,30.212
504,0,0.0,29.17
505,0,0.0,30.915
506,0,0.0,31.565
507,0,0.0,28.443
508,0,0.0,29.23
509,0,0.0,29.134
510,0,0.0,29.609
511,0,0.0,30.533
512,0,0.0,28.457
513,0,0.0,29.741
514,0,0.0,29.482
515,0,0.0,28.527
516,0,0.0,28.742
517,0,0.0,30.029
518,0,0.0,30.149
519,0,0.0,29.692
520,0,0.0,30.761
521,0,0.0,28.425
522,0,0.0,30.073
523,0,0.0,28.027
524,0,0.0,28.85
525,1,0.0519,28.786
526,0,0.0,28.852
527,0,0.0,31.679
528,0,0.0,29.445
529,0,0.0,30.518
530,0,0.0,28.779
531,0,0.0,30.207
532,0,0.0,29.885
533,0,0.0,29.726
534,0,0.0,30.214
535,0,0.0,29.97
536,0,0.0,30.758
537,0,0.0,29.963
538,0,0.0,30.334
539,0,0.0,30.148
540,0,0.0,28.839
541,2,0.072,28.837
542,0,0.0,30.928
543,0,0.0,28.62
544,0,0.0,30.632
545,0,0.0,31.074
546,0,0.0,29.11
547,0,0.0,29.673
548,0,0.0,27.81
549,0,0.0,29.609
550,0,0.0,29.136
551,0,0.0,29.245
552,0,0.0,30.165
553,0,0.0,28.533
554,1,0.0686,29.017
555,0,0.0,30.367
556,0,0.0,29.636
557,0,0.0,28.769
558,0,0.0,28.54
559,0,0.0,28.367
560,0,0.0,28.949
561,0,0.0,30.229
562,0,0.0,29.544
563,0,0.0,29.68
564,0,0.0,30.922
565,0,0.0,29.747
566,1,0.0839,31.374
567,0,0.0,29.047
568,0,0.0,30.933
569,0,0.0,28.642
570,0,0.0,28.513
571,0,0.0,65.703
572,0,0.0,51.088
573,0,0.0,30.193
574,0,0.0,30.169
575,0,0.0,30.844
576,0,0.0,30.888
577,0,0.0,29.503
578,0,0.0,28.809
579,0,0.0,29.689
580,0,0.0,29.741
581,0,0.0,29.205
582,0,0.0,29.926
583,0,0.0,30.451
584,0,0.0,31.156
585,0,0.0,29.873
586,0,0.0,32.45
587,0,0.0,29.011
588,0,0.0,30.745
589,0,0.0,29.55
590,0,0.0,30.611
591,0,0.0,29.426
592,0,0.0,29.783
593,0,0.0,28.891
594,0,0.0,30.586
595,0,0.0,30.881
596,0,0.0,31.121
597,0,0.0,28.528
598,0,0.0,28.759
599,0,0.0,31.101
600,0,0.0,31.393
601,0,0.0,30.827
602,1,0.0542,29.726
603,0,0.0,29.883
604,0,0.0,29.682
605,1,0.0557,29.397
606,2,0.07,29.424
607,0,0.0,29.946
